"","outer_left_eyebrow_x","outer_left_eyebrow_y","inner_left_eyebrow_x","inner_left_eyebrow_y","inner_right_eyebrow_x","inner_right_eyebrow_y","outer_right_eyebrow_x","outer_right_eyebrow_y","top_nose_x","top_nose_y","nose_tip_x","nose_tip_y","outer_left_eye_corner_x","outer_left_eye_corner_y","inner_left_eye_corner_x","inner_left_eye_corner_y","inner_right_eye_corner_x","inner_right_eye_corner_y","outer_right_eye_corner_x","outer_right_eye_corner_y","left_mouth_corner_x","left_mouth_corner_y","right_mouth_corner_x","right_mouth_corner_y"
"101_3",0.163341645885287,0.469346733668342,0.415211970074813,0.438190954773869,0.516209476309227,0.435175879396985,0.775561097256858,0.453266331658291,0.471321695760599,0.483417085427136,0.483790523690773,0.64321608040201,0.238154613466334,0.504522613065327,0.370324189526185,0.507537688442211,0.569825436408978,0.503517587939698,0.701995012468828,0.492462311557789,0.330423940149626,0.754773869346734,0.635910224438903,0.742713567839196
"2035",0.0844793713163065,0.409874243129949,0.318925998690242,0.375873311597578,0.483955468238376,0.369818351187704,0.777341191879502,0.414531904983698,0.407334643091028,0.463437354448067,0.391617550753111,0.595249184909176,0.14407334643091,0.48067070330694,0.307793058284217,0.489054494643689,0.536345776031434,0.489054494643689,0.708578912901113,0.482999534233815,0.235756385068762,0.75966464834653,0.567125081859856,0.775966464834653
"133_1",0.182049649904519,0.495064165844028,0.388924252068746,0.480256663376111,0.548058561425843,0.474333662388944,0.781031190324634,0.464955577492596,0.473583704646722,0.53751233958539,0.485677912157861,0.700888450148075,0.267982176957352,0.543928923988154,0.392743475493316,0.553800592300099,0.570337364735837,0.546890424481737,0.702100572883514,0.525666337611056,0.36346276257161,0.775419545903258,0.619987269255251,0.779861796643633
"314_1",0.183794466403162,0.459320288362513,0.422266139657444,0.463439752832132,0.525032938076416,0.464469618949537,0.77931488801054,0.463439752832132,0.47364953886693,0.507209062821833,0.467061923583663,0.631822863027806,0.249670619235837,0.506179196704428,0.380105401844532,0.514933058702369,0.571146245059289,0.516477857878476,0.704874835309618,0.50875386199794,0.33596837944664,0.77600411946447,0.612648221343874,0.778578784757981
"2111",0.148840206185567,0.431818181818182,0.417525773195876,0.395144628099174,0.544458762886598,0.397727272727273,0.80090206185567,0.419421487603306,0.474226804123711,0.489152892561983,0.469072164948454,0.644628099173554,0.221649484536082,0.49896694214876,0.382731958762887,0.515495867768595,0.571520618556701,0.512396694214876,0.728737113402062,0.492252066115702,0.324742268041237,0.801136363636364,0.614046391752577,0.797004132231405
"326_3",0.235612728503724,0.488522660388464,0.448205822613406,0.46380223660977,0.528774542992552,0.466156562683932,0.746106973595125,0.479693937610359,0.488151658767773,0.49911712772219,0.490859851049425,0.605650382577987,0.310765064319567,0.51912889935256,0.424509140148951,0.520894643908181,0.563303994583615,0.51912889935256,0.676371022342586,0.513243084167157,0.384563303994584,0.779281930547381,0.615436696005416,0.770453207769276
"204_4",0.143514259429623,0.439490445859873,0.437902483900644,0.41656050955414,0.545538178472861,0.407643312101911,0.829806807727691,0.418471337579618,0.503219871205152,0.45796178343949,0.522539098436063,0.612101910828025,0.254829806807728,0.47515923566879,0.392824287028519,0.478980891719745,0.597976080956762,0.473248407643312,0.735050597976081,0.461146496815287,0.365225390984361,0.771337579617834,0.655013799448022,0.773248407643312
"252_2",0.162480376766091,0.454169130691898,0.404238618524333,0.40153755174453,0.539246467817896,0.398580721466588,0.797488226059655,0.454169130691898,0.476452119309262,0.459491425192194,0.474882260596546,0.59491425192194,0.244897959183673,0.488468361916026,0.383830455259027,0.484328799526907,0.572998430141287,0.484328799526907,0.713500784929356,0.487876995860438,0.346153846153846,0.753991720875222,0.624018838304553,0.750443524541691
"2098",0.162878787878788,0.449275362318841,0.409090909090909,0.389371980676328,0.524621212121212,0.389855072463768,0.797979797979798,0.43719806763285,0.464015151515151,0.466183574879227,0.461489898989899,0.585507246376812,0.243055555555556,0.490821256038647,0.381313131313131,0.493236714975845,0.570075757575758,0.491304347826087,0.711489898989899,0.48695652173913,0.366792929292929,0.747342995169082,0.587121212121212,0.747342995169082
"296_4",0.338873019994807,0.415,0.599844196312646,0.3965,0.715398597766814,0.39225,0.881329524798754,0.42675,0.658530251882628,0.47425,0.672292910932225,0.6115,0.414437808361465,0.482,0.548169306673591,0.49225,0.702934302778499,0.498,0.818488704232667,0.4915,0.48792521423007,0.75625,0.711243832770709,0.7585
"176_2",0.176904176904177,0.482293423271501,0.425061425061425,0.446880269814503,0.567567567567568,0.447723440134907,0.820638820638821,0.478077571669477,0.506142506142506,0.491568296795953,0.512285012285012,0.645025295109612,0.257985257985258,0.509274873524452,0.390663390663391,0.507588532883642,0.604422604422604,0.507588532883642,0.73955773955774,0.506745362563238,0.348894348894349,0.770657672849916,0.651105651105651,0.768971332209106
"2049",0.154981549815498,0.496978149697815,0.386838868388684,0.452347745234775,0.522140221402214,0.447698744769874,0.768142681426814,0.486750348675035,0.447724477244772,0.514644351464435,0.439114391143911,0.624360762436076,0.234317343173432,0.540213854021385,0.3690036900369,0.541608554160855,0.546125461254613,0.539284053928405,0.683271832718327,0.535099953509995,0.333333333333333,0.804277080427708,0.572570725707257,0.806136680613668
"314_6",0.244472520530638,0.483018867924528,0.490208464939987,0.479716981132075,0.584965255843335,0.478301886792453,0.814276689829438,0.5,0.539481996209728,0.515094339622642,0.543903979785218,0.627830188679245,0.302590018951358,0.52688679245283,0.438408085912824,0.533018867924528,0.626658243840809,0.535849056603774,0.759317751105496,0.534433962264151,0.396715097915351,0.786792452830189,0.670246367656349,0.783962264150943
"236_1",0.198275862068966,0.480220791168353,0.416256157635468,0.471941122355106,0.548029556650246,0.47378104875805,0.766009852216749,0.468261269549218,0.483990147783251,0.510579576816927,0.486453201970443,0.635694572217111,0.275862068965517,0.517019319227231,0.387931034482759,0.521619135234591,0.58128078817734,0.517019319227231,0.689655172413793,0.507819687212511,0.327586206896552,0.727690892364305,0.678571428571429,0.71573137074517
"204_3",0.171559633027523,0.440954773869347,0.462385321100917,0.436557788944724,0.575229357798165,0.437185929648241,0.853211009174312,0.449120603015075,0.522018348623853,0.48178391959799,0.523853211009174,0.614321608040201,0.259633027522936,0.48429648241206,0.414678899082569,0.493090452261307,0.615596330275229,0.494346733668342,0.768807339449541,0.488065326633166,0.379816513761468,0.778894472361809,0.64954128440367,0.787060301507538
"326_4",0.201800450112528,0.47812879708384,0.438859714928732,0.456257594167679,0.552138034508627,0.45321992709599,0.801950487621905,0.462332928311057,0.497374343585896,0.502430133657351,0.499624906226557,0.624544349939247,0.280570142535634,0.513365735115431,0.406601650412603,0.521263669501823,0.598649662415604,0.518226002430134,0.723930982745686,0.507897934386391,0.375843960990248,0.769744835965978,0.645161290322581,0.761846901579587
"112_1",0.191635455680399,0.420524017467249,0.478152309612984,0.405240174672489,0.609238451935081,0.410480349344978,0.867665418227216,0.441484716157205,0.538077403245943,0.45938864628821,0.531210986267166,0.578165938864629,0.286516853932584,0.467685589519651,0.426966292134831,0.473799126637555,0.635455680399501,0.481222707423581,0.775280898876405,0.485589519650655,0.385767790262172,0.737117903930131,0.639825218476904,0.748471615720524
"180_1",0.172004744958482,0.505608283002588,0.419928825622776,0.509059534081104,0.563463819691578,0.509922346850733,0.814946619217082,0.511647972389991,0.497034400948992,0.545297670405522,0.492289442467378,0.682484900776531,0.264531435349941,0.543572044866264,0.403321470937129,0.549611734253667,0.589561091340451,0.550474547023296,0.725978647686833,0.544434857635893,0.3570581257414,0.795513373597929,0.631079478054567,0.802415875754961
"296_3",0.129032258064516,0.496788606534488,0.393548387096774,0.468863445964814,0.52865275142315,0.465233175090757,0.814800759013283,0.487294051940799,0.453889943074004,0.519128734990226,0.444781783681214,0.663501815135437,0.218595825426945,0.526389276738341,0.371916508538899,0.534487573303546,0.560910815939279,0.530298799218096,0.718406072106262,0.518570231778833,0.332827324478178,0.810946662943312,0.611385199240987,0.80173135995532
"259_1",0.199846272098386,0.453542392566783,0.431206764027671,0.45876887340302,0.551114527286703,0.459349593495935,0.792467332820907,0.455865272938444,0.490392006149116,0.515098722415796,0.48347425057648,0.638792102206736,0.279016141429669,0.516260162601626,0.39815526518063,0.529036004645761,0.594926979246733,0.528455284552846,0.712528823981553,0.517421602787456,0.382782475019216,0.76945412311266,0.603382013835511,0.77061556329849
"193_4",0.192771084337349,0.508241758241758,0.485542168674699,0.482600732600733,0.586746987951807,0.489010989010989,0.849397590361446,0.536630036630037,0.524096385542169,0.532051282051282,0.518072289156627,0.646520146520147,0.273493975903614,0.547619047619048,0.408433734939759,0.547619047619048,0.619277108433735,0.556776556776557,0.750602409638554,0.565018315018315,0.374698795180723,0.766483516483517,0.627710843373494,0.773809523809524
"157_2",0.211977186311787,0.415405777166437,0.47148288973384,0.395460797799175,0.597908745247148,0.401650618982118,0.831749049429658,0.450481430536451,0.53041825095057,0.458046767537827,0.533269961977186,0.603163686382393,0.289923954372624,0.458734525447043,0.425855513307985,0.469738651994498,0.613117870722434,0.477991746905089,0.749049429657795,0.482118294360385,0.383079847908745,0.745529573590096,0.623574144486692,0.762035763411279
"138_2",0.200499168053245,0.436858006042296,0.451747088186356,0.403021148036254,0.573211314475874,0.398791540785498,0.812811980033278,0.43987915407855,0.510815307820299,0.44773413897281,0.508319467554077,0.555891238670695,0.289517470881864,0.458610271903323,0.412645590682196,0.460422960725076,0.599833610648918,0.461027190332326,0.724625623960067,0.459818731117825,0.384359400998336,0.717824773413897,0.62063227953411,0.721450151057402
"335_1",0.164921465968586,0.470466321243523,0.450261780104712,0.455958549222798,0.534685863874346,0.449222797927461,0.821335078534031,0.466839378238342,0.494109947643979,0.499481865284974,0.503272251308901,0.659067357512953,0.25065445026178,0.510880829015544,0.394633507853403,0.519689119170984,0.590314136125654,0.52020725388601,0.732984293193717,0.511917098445596,0.349476439790576,0.794818652849741,0.655759162303665,0.78860103626943
"2032",0.147276395427034,0.449341438703141,0.432414256893073,0.412867274569402,0.560860793544048,0.420466058763931,0.823806321452589,0.465045592705167,0.496973772696705,0.498480243161094,0.496973772696705,0.634751773049645,0.220578345662408,0.503039513677812,0.386012104909213,0.522289766970618,0.595830531271015,0.52887537993921,0.760591795561533,0.520770010131712,0.314727639542703,0.778622087132725,0.654337592468056,0.788247213779129
"307_3",0.191271551724138,0.479665526415812,0.423491379310345,0.453059673128088,0.577586206896552,0.4519194222729,0.827586206896552,0.473584188521475,0.503771551724138,0.521094640820981,0.505926724137931,0.663625997719498,0.272629310344828,0.537058152793615,0.412176724137931,0.540858988977575,0.602909482758621,0.541619156214367,0.747306034482759,0.536678069175219,0.385775862068966,0.793614595210946,0.646551724137931,0.792854427974154
"227_2",0.194993412384717,0.477767265846736,0.429512516469038,0.465468306527909,0.571805006587615,0.463576158940397,0.805006587615283,0.474929044465468,0.505928853754941,0.516556291390728,0.516469038208169,0.65279091769158,0.277997364953887,0.513718070009461,0.399209486166008,0.522232734153264,0.600790513833992,0.524124881740776,0.72463768115942,0.516556291390728,0.366271409749671,0.763481551561022,0.64163372859025,0.769157994323557
"108_6",0.175675675675676,0.491007194244604,0.436936936936937,0.447242206235012,0.533033033033033,0.434052757793765,0.81006006006006,0.456235011990408,0.490990990990991,0.506594724220623,0.487987987987988,0.640887290167866,0.26951951951952,0.530575539568345,0.399399399399399,0.530575539568345,0.594594594594595,0.520383693045564,0.722972972972973,0.507194244604317,0.408408408408408,0.808752997601918,0.623873873873874,0.797362110311751
"155_4",0.181528662420382,0.467959527824621,0.411889596602972,0.451939291736931,0.558386411889597,0.452782462057336,0.798301486199575,0.482293423271501,0.485138004246285,0.497470489038786,0.477707006369427,0.624789207419899,0.260084925690021,0.504215851602024,0.390658174097665,0.510118043844857,0.578556263269639,0.51433389544688,0.709129511677282,0.515177065767285,0.345010615711253,0.751264755480607,0.60828025477707,0.75716694772344
"191_2",0.213114754098361,0.465777777777778,0.439344262295082,0.403555555555556,0.545355191256831,0.399111111111111,0.783606557377049,0.464,0.496174863387978,0.474666666666667,0.499453551912568,0.624,0.299453551912568,0.495111111111111,0.415300546448087,0.492444444444444,0.579234972677596,0.496,0.692896174863388,0.501333333333333,0.378142076502732,0.745777777777778,0.627322404371585,0.752888888888889
"271_4",0.227005870841487,0.532319391634981,0.442270058708415,0.501901140684411,0.555772994129158,0.495817490494297,0.780821917808219,0.518631178707224,0.504892367906067,0.56958174904943,0.515655577299413,0.711787072243346,0.294520547945205,0.590114068441065,0.418786692759295,0.592395437262357,0.597847358121331,0.587072243346008,0.721135029354207,0.576425855513308,0.421722113502935,0.832699619771863,0.62426614481409,0.831939163498099
"262_1",0.152963671128107,0.494591937069813,0.402166985340981,0.45771878072763,0.506054811982154,0.456735496558505,0.764818355640535,0.490658800393314,0.455066921606119,0.521140609636185,0.453154875717017,0.623893805309734,0.237731038878266,0.552114060963618,0.360739324410453,0.547689282202557,0.558317399617591,0.548180924287119,0.684512428298279,0.552114060963618,0.34225621414914,0.788102261553589,0.594008922880816,0.790560471976401
"189_3",0.209796672828096,0.530314097881666,0.44916820702403,0.502556610664719,0.549907578558225,0.504017531044558,0.790203327171904,0.527392257121987,0.506469500924214,0.539810080350621,0.519408502772643,0.674214755295836,0.288354898336414,0.550036523009496,0.416820702402957,0.556610664718773,0.585951940850277,0.554419284149014,0.715341959334566,0.547114682249817,0.365988909426987,0.790357925493061,0.646950092421442,0.785975164353543
"174_3",0.185475956820412,0.448327137546468,0.429833169774289,0.414869888475836,0.552502453385672,0.411895910780669,0.811579980372915,0.442379182156134,0.498527968596663,0.472862453531599,0.502453385672228,0.6,0.263984298331698,0.49368029739777,0.402355250245339,0.494423791821561,0.602551521099117,0.491449814126394,0.741903827281649,0.486245353159851,0.359175662414132,0.781412639405204,0.658488714425908,0.769516728624535
"250_3",0.241410488245931,0.467505241090147,0.456600361663653,0.461215932914046,0.61121157323689,0.459119496855346,0.826401446654611,0.467505241090147,0.531645569620253,0.516422082459818,0.52622061482821,0.651292802236198,0.311030741410488,0.523410202655486,0.438517179023508,0.532494758909853,0.622061482820977,0.531795946890287,0.747739602169982,0.526205450733753,0.386980108499096,0.77078965758211,0.645569620253165,0.772187281621244
"146_1",0.190747782002535,0.482695810564663,0.446768060836502,0.47040072859745,0.563371356147021,0.471311475409836,0.816223067173637,0.483606557377049,0.503802281368821,0.530510018214936,0.506337135614702,0.663934426229508,0.271229404309252,0.53551912568306,0.4106463878327,0.546903460837887,0.595057034220532,0.545537340619308,0.730038022813688,0.536885245901639,0.380228136882129,0.789162112932605,0.624207858048162,0.78551912568306
"129_1",0.217633042096902,0.504950495049505,0.47736298649722,0.493302271403611,0.605242255758539,0.496214327315084,0.840349483717236,0.521840419336051,0.537728355837967,0.551543389633081,0.535345512311358,0.663366336633663,0.295472597299444,0.544554455445545,0.436854646544877,0.560279557367501,0.621127879269261,0.566103669190448,0.758538522637013,0.559697146185207,0.398729150119142,0.792661619103087,0.640984908657665,0.800815375655213
"2007",0.172765446910618,0.451453918186299,0.427114577084583,0.404139970428783,0.557888422315537,0.398225726959093,0.810437912417517,0.435682602267127,0.503299340131974,0.489403647116806,0.505698860227954,0.606702809265648,0.25374925014997,0.514539181862987,0.3875224955009,0.517989157220306,0.610077984403119,0.515032035485461,0.740851829634073,0.51010349926072,0.394721055788842,0.80285855101035,0.631673665266947,0.798422868408083
"206_5",0.167848699763593,0.51007326007326,0.403073286052009,0.504578754578755,0.531914893617021,0.506410256410256,0.787234042553192,0.517399267399267,0.468085106382979,0.563186813186813,0.463356973995272,0.698717948717949,0.242316784869976,0.556776556776557,0.379432624113475,0.574175824175824,0.566193853427896,0.578754578754579,0.706855791962175,0.566849816849817,0.355791962174941,0.812271062271062,0.58274231678487,0.821428571428571
"340_1",0.221198156682028,0.441316587267215,0.485023041474654,0.433521004763967,0.629608294930876,0.431788653096579,0.875576036866359,0.435686444348203,0.559907834101382,0.491987873538328,0.569124423963134,0.627977479428324,0.313364055299539,0.488956258120398,0.452188940092166,0.504114335210048,0.650345622119816,0.505846686877436,0.785138248847926,0.490688609787787,0.362903225806452,0.727587700303162,0.733870967741935,0.727587700303162
"189_4",0.188162544169611,0.493846153846154,0.451413427561837,0.461538461538462,0.545936395759717,0.461538461538462,0.806537102473498,0.485384615384615,0.501766784452297,0.520769230769231,0.500883392226148,0.643076923076923,0.279151943462898,0.535384615384615,0.410777385159011,0.540769230769231,0.589222614840989,0.537692307692308,0.723498233215548,0.531538461538462,0.370141342756184,0.802307692307692,0.628091872791519,0.802307692307692
"250_4",0.200136612021858,0.556274900398406,0.448087431693989,0.5199203187251,0.577185792349727,0.5199203187251,0.822404371584699,0.556274900398406,0.510928961748634,0.580677290836653,0.514344262295082,0.670816733067729,0.286885245901639,0.592131474103586,0.420765027322404,0.597111553784861,0.601092896174863,0.597111553784861,0.735655737704918,0.591135458167331,0.401639344262295,0.820219123505976,0.618169398907104,0.819721115537849
"2158",0.204995287464656,0.383928571428571,0.437794533459001,0.358552631578947,0.566918001885014,0.355263157894737,0.791234684260132,0.384398496240602,0.502356267672008,0.43562030075188,0.502827521206409,0.571898496240602,0.284637134778511,0.460056390977444,0.404806786050895,0.461936090225564,0.596606974552309,0.462406015037594,0.713477851083883,0.461936090225564,0.379830348727615,0.74765037593985,0.626295947219604,0.744830827067669
